"","source","type","bp_length","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000230084.5","HAVANA","gene",785,NA,"ENSG00000230084.5","antisense","RP4-613B23.1","2","OTTHUMG00000156209.1",NA,-1.25022298785679,0.182062334859958,-3.14999775887486,0.0192189014642587,0.0364769205227586,-3.51148479829549
"ENSG00000253607.1","HAVANA","gene",625,NA,"ENSG00000253607.1","antisense","RP11-557C18.3","2","OTTHUMG00000165079.1",NA,-1.38393910444981,1.15115333147788,-3.14647098205245,0.0193063756596308,0.0366407955057712,-3.71276657823655
"ENSG00000125149.11","HAVANA","gene",5965,NA,"ENSG00000125149.11","protein_coding","C16orf70","2","OTTHUMG00000137510.5",NA,0.315377737543433,4.58448871015602,3.14590146752384,0.019320541812241,0.0366655310376769,-4.55126447172333
"ENSG00000100344.10","HAVANA","gene",3232,NA,"ENSG00000100344.10","protein_coding","PNPLA3","2","OTTHUMG00000150555.2","overlapping_locus",0.475308932124326,3.26980029018139,3.14567480716707,0.019326182925065,0.0366740862354754,-4.2495984002862
"ENSG00000241217.3","ENSEMBL","gene",297,NA,"ENSG00000241217.3","misc_RNA","RN7SL809P","3",NA,NA,2.03321817845837,-2.26122246681996,3.14497745019666,0.0193435499483344,0.0366941349544445,-3.04671316272106
"ENSG00000251363.2","HAVANA","gene",696,NA,"ENSG00000251363.2","lincRNA","RP11-129M6.1","2","OTTHUMG00000170679.1",NA,2.03321817845837,-2.26122246681996,3.14497745019666,0.0193435499483344,0.0366941349544445,-3.04671316272106
"ENSG00000233924.1","HAVANA","gene",875,NA,"ENSG00000233924.1","processed_pseudogene","RPSAP13","1","OTTHUMG00000150485.1","overlapping_locus",2.03321817845837,-2.26122246681996,3.14497745019666,0.0193435499483344,0.0366941349544445,-3.04671316272106
"ENSG00000259349.1","HAVANA","gene",718,NA,"ENSG00000259349.1","antisense","RP11-15E18.1","2","OTTHUMG00000172047.1",NA,2.03321817845837,-2.26122246681996,3.14497745019666,0.0193435499483344,0.0366941349544445,-3.04671316272106
"ENSG00000267090.1","HAVANA","gene",297,NA,"ENSG00000267090.1","antisense","AC005789.9","2","OTTHUMG00000182081.1",NA,2.03321817845837,-2.26122246681996,3.14497745019666,0.0193435499483344,0.0366941349544445,-3.04671316272106
"ENSG00000138669.9","HAVANA","gene",5116,NA,"ENSG00000138669.9","protein_coding","PRKG2","2","OTTHUMG00000130296.3",NA,2.03321817845837,-2.26122246681996,3.14497745019666,0.0193435499483344,0.0366941349544445,-3.04671316272106
"ENSG00000198736.11","HAVANA","gene",2157,NA,"ENSG00000198736.11","protein_coding","MSRB1","1","OTTHUMG00000129143.2",NA,-0.475243671149458,3.42156334702931,-3.14442459091459,0.0193573304510594,0.0367181242404999,-4.27929815698935
"ENSG00000232951.1","HAVANA","gene",636,NA,"ENSG00000232951.1","processed_pseudogene","IPO7P1","1","OTTHUMG00000021542.1","pseudo_consens",1.38676017585481,-0.38946344681199,3.1436110988092,0.0193776268679322,0.0367544697604001,-3.41752898040326
"ENSG00000102445.18","HAVANA","gene",6105,NA,"ENSG00000102445.18","protein_coding","RUBCNL","1","OTTHUMG00000016868.9","overlapping_locus",1.29849425693253,0.0141682927538334,3.14107817961801,0.0194409708627978,0.0368724566323122,-3.50380139586947
"ENSG00000170852.10","HAVANA","gene",4987,NA,"ENSG00000170852.10","protein_coding","KBTBD2","2","OTTHUMG00000152984.4",NA,-0.310692296789718,4.91877897766372,-3.14015079508923,0.0194642194409093,0.0369134966314099,-4.61899506349179
"ENSG00000237126.8","HAVANA","gene",3725,NA,"ENSG00000237126.8","antisense","AC073254.1","1","OTTHUMG00000153318.5",NA,-0.43170608514701,3.11358487556773,-3.14012406318034,0.0194648900304283,0.0369134966314099,-4.21083064565671
"ENSG00000197620.10","HAVANA","gene",4104,NA,"ENSG00000197620.10","protein_coding","CXorf40A","2","OTTHUMG00000022622.6",NA,-0.741651968013033,2.56624575155572,-3.139967302817,0.0194688229845144,0.0369187921004606,-4.06808070336931
"ENSG00000176533.12","HAVANA","gene",4561,NA,"ENSG00000176533.12","protein_coding","GNG7","2","OTTHUMG00000180435.2","overlapping_locus",0.834189556621938,0.579674344811179,3.13986013208262,0.0194715122836943,0.0369217287403994,-3.6282552420913
"ENSG00000090989.17","HAVANA","gene",5347,NA,"ENSG00000090989.17","protein_coding","EXOC1","2","OTTHUMG00000102165.4","ncRNA_host",-0.277747298083548,5.27054396690857,-3.13953125279859,0.0194797675692408,0.0369352185976912,-4.68322094393041
"ENSG00000239559.2","HAVANA","gene",287,NA,"ENSG00000239559.2","processed_pseudogene","RPL37P2","1","OTTHUMG00000158400.2","pseudo_consens",0.809459234376529,0.9622776028738,3.13947684798002,0.0194811335656488,0.0369356449890417,-3.70988582263176
"ENSG00000283684.1","HAVANA","gene",1959,NA,"ENSG00000283684.1","processed_transcript","AC013271.5","2","OTTHUMG00000153222.3","overlapping_locus",2.71150055204827,-1.35122150075019,3.13802831657577,0.0195175416195553,0.037002506129079,-3.17043211743569
"ENSG00000124787.13","HAVANA","gene",1962,NA,"ENSG00000124787.13","protein_coding","RPP40","1","OTTHUMG00000014168.4",NA,0.817946745214998,2.75177325517484,3.13571245583109,0.0195759032711035,0.0371102616286402,-4.13094395626131
"ENSG00000145216.15","HAVANA","gene",5636,NA,"ENSG00000145216.15","protein_coding","FIP1L1","1","OTTHUMG00000128701.3","overlapping_locus",0.346640575057423,5.37819930468007,3.13568200427026,0.0195766719386132,0.0371102616286402,-4.71009182820113
"ENSG00000213888.3","HAVANA","gene",1943,NA,"ENSG00000213888.3","lincRNA","LINC01521","2","OTTHUMG00000187474.1",NA,0.717181496820384,1.50738608011224,3.13563078419112,0.0195779649253431,0.0371105392775537,-3.8360447425509
"ENSG00000148175.12","HAVANA","gene",3198,NA,"ENSG00000148175.12","protein_coding","STOM","2","OTTHUMG00000020590.1",NA,0.333187350824404,5.6502461456447,3.13526850304322,0.0195871129095662,0.0371257053731241,-4.75367396796475
"ENSG00000017427.15","HAVANA","gene",8087,NA,"ENSG00000017427.15","protein_coding","IGF1","1","OTTHUMG00000149910.1",NA,-1.34539327217925,-1.17309336313977,-3.13454129169612,0.0196054897954095,0.0371583612658283,-3.25536294111684
"ENSG00000258457.5","HAVANA","gene",1462,NA,"ENSG00000258457.5","antisense","RP11-298I3.4","2","OTTHUMG00000171451.1",NA,-1.14112860241223,-0.428493247291311,-3.13448318696357,0.0196069589306438,0.0371589698850682,-3.41401157662716
"ENSG00000277862.1","HAVANA","gene",1447,NA,"ENSG00000277862.1","unprocessed_pseudogene","PRAMEF34P","2","OTTHUMG00000074740.2",NA,2.81712331922847,-2.67868531639688,3.13394383594402,0.0196206017342642,0.0371652409254836,-3.03111150580481
"ENSG00000174885.12","HAVANA","gene",3207,NA,"ENSG00000174885.12","protein_coding","NLRP6","2","OTTHUMG00000119070.3",NA,2.81712331922847,-2.67868531639688,3.13394383594402,0.0196206017342642,0.0371652409254836,-3.03111150580481
"ENSG00000110786.17","HAVANA","gene",5497,NA,"ENSG00000110786.17","protein_coding","PTPN5","2","OTTHUMG00000134304.3",NA,2.81712331922847,-2.67868531639688,3.13394383594402,0.0196206017342642,0.0371652409254836,-3.03111150580481
"ENSG00000136352.17","HAVANA","gene",3165,NA,"ENSG00000136352.17","protein_coding","NKX2-1","2","OTTHUMG00000140225.7","overlapping_locus",2.81712331922847,-2.67868531639688,3.13394383594402,0.0196206017342642,0.0371652409254836,-3.03111150580481
"ENSG00000260978.1","HAVANA","gene",566,NA,"ENSG00000260978.1","antisense","MKRN3-AS1","2","OTTHUMG00000176418.1",NA,2.81712331922847,-2.67868531639688,3.13394383594402,0.0196206017342642,0.0371652409254836,-3.03111150580481
"ENSG00000241721.1","HAVANA","gene",306,NA,"ENSG00000241721.1","processed_pseudogene","SUMO1P1","1","OTTHUMG00000032770.2","pseudo_consens",2.81712331922847,-2.67868531639688,3.13394383594402,0.0196206017342642,0.0371652409254836,-3.03111150580481
"ENSG00000183396.3","HAVANA","gene",662,NA,"ENSG00000183396.3","protein_coding","TMEM89","2","OTTHUMG00000156647.1",NA,2.81712331922847,-2.67868531639688,3.13394383594402,0.0196206017342642,0.0371652409254836,-3.03111150580481
"ENSG00000233183.2","HAVANA","gene",10366,NA,"ENSG00000233183.2","lincRNA","RP3-468B3.2","2","OTTHUMG00000014537.3","ncRNA_host",2.81712331922847,-2.67868531639688,3.13394383594402,0.0196206017342642,0.0371652409254836,-3.03111150580481
"ENSG00000225769.1","HAVANA","gene",5675,NA,"ENSG00000225769.1","processed_pseudogene","CROCCP1","1","OTTHUMG00000022480.2","pseudo_consens",2.81712331922847,-2.67868531639688,3.13394383594402,0.0196206017342642,0.0371652409254836,-3.03111150580481
"ENSG00000237491.8","HAVANA","gene",5517,NA,"ENSG00000237491.8","lincRNA","RP11-206L10.9","2","OTTHUMG00000002404.7",NA,-0.951576638263315,0.919618109979215,-3.13260971680326,0.0196543924227165,0.0372265953046716,-3.69630393346615
"ENSG00000174827.13","HAVANA","gene",2480,NA,"ENSG00000174827.13","protein_coding","PDZK1","2","OTTHUMG00000013735.7",NA,-1.28822193700958,-0.831844158944957,-3.13252884457576,0.0196564427938749,0.0372265953046716,-3.3284113771377
"ENSG00000213090.2","HAVANA","gene",2765,NA,"ENSG00000213090.2","processed_pseudogene","AC007256.5","1","OTTHUMG00000154748.1","overlapping_locus",-1.28822193700958,-0.831844158944957,-3.13252884457576,0.0196564427938749,0.0372265953046716,-3.3284113771377
"ENSG00000219545.11","HAVANA","gene",3752,NA,"ENSG00000219545.11","protein_coding","UMAD1","2","OTTHUMG00000152007.5","overlapping_locus",-1.02333056233702,2.07739737946523,-3.13203807554647,0.019668890354453,0.0372479898778923,-3.95340016997631
"ENSG00000145388.14","HAVANA","gene",6862,NA,"ENSG00000145388.14","protein_coding","METTL14","1","OTTHUMG00000161167.5",NA,-0.512005161961624,4.18002925513074,-3.13180827371426,0.0196747218498043,0.0372568534975994,-4.4734425566576
"ENSG00000228065.10","HAVANA","gene",10045,NA,"ENSG00000228065.10","lincRNA","LINC01515","1","OTTHUMG00000018330.10",NA,1.11452051132218,0.460519204910169,3.13169003601218,0.0196777230044659,0.037260356745557,-3.61052119556751
"ENSG00000172264.16","HAVANA","gene",11344,NA,"ENSG00000172264.16","protein_coding","MACROD2","1","OTTHUMG00000031919.8","overlapping_locus",1.21671951627271,-0.716600713083531,3.12874848400736,0.0197525469794841,0.0373998502855771,-3.37846777304766
"ENSG00000267796.7","HAVANA","gene",2820,NA,"ENSG00000267796.7","protein_coding","LIN37","1","OTTHUMG00000182070.8","overlapping_locus",-0.944497457183697,2.43206110040896,-3.12809054127458,0.0197693252812171,0.0374294291473113,-4.04572275493832
"ENSG00000265618.1","HAVANA","gene",1121,NA,"ENSG00000265618.1","antisense","CTB-96E2.7","2","OTTHUMG00000179413.1",NA,-0.719317546871816,1.6757390491374,-3.12782372504401,0.0197761338170771,0.0374401298117303,-3.87562587714803
"ENSG00000272162.1","HAVANA","gene",1589,NA,"ENSG00000272162.1","protein_coding","RP11-637O19.3","2","OTTHUMG00000185388.1","overlapping_locus",0.986989719528101,1.57368859486319,3.12729389290766,0.0197896614677209,0.037463549092712,-3.85881657878189
"ENSG00000134825.15","HAVANA","gene",3068,NA,"ENSG00000134825.15","protein_coding","TMEM258","1","OTTHUMG00000168172.1","ncRNA_host",-0.33422459120632,4.43069086036265,-3.12608683150717,0.0198205176662612,0.0375197681631407,-4.54043675398945
"ENSG00000092201.9","HAVANA","gene",7151,NA,"ENSG00000092201.9","protein_coding","SUPT16H","2","OTTHUMG00000029685.3",NA,-0.215487767705563,7.1149528475295,-3.12601156005789,0.0198224435665958,0.0375212194949457,-4.97642750841755
"ENSG00000102904.14","HAVANA","gene",3852,NA,"ENSG00000102904.14","protein_coding","TSNAXIP1","1","OTTHUMG00000137545.7",NA,-0.597630765209102,2.01340886509424,-3.12588345297189,0.0198257217905768,0.0375252302741003,-3.95923674378358
"ENSG00000260260.1","HAVANA","gene",342,NA,"ENSG00000260260.1","lincRNA","SNHG19","2","OTTHUMG00000177010.1","ncRNA_host",1.62822524495576,2.82991146872932,3.12459409496492,0.0198587489147065,0.0375855446656075,-4.14221365660838
"ENSG00000184014.7","HAVANA","gene",8648,NA,"ENSG00000184014.7","protein_coding","DENND5A","1","OTTHUMG00000165716.4","overlapping_locus",-0.233634450961156,7.17890253652406,-3.1245299357203,0.0198603939251787,0.0375864603034662,-4.98711913608562
"ENSG00000136824.18","HAVANA","gene",6468,NA,"ENSG00000136824.18","protein_coding","SMC2","2","OTTHUMG00000020401.5",NA,-0.281733034757262,5.01351848474682,-3.12397381907393,0.0198746586783032,0.0376112577232997,-4.65957259615068
"ENSG00000023191.16","HAVANA","gene",7374,NA,"ENSG00000023191.16","protein_coding","RNH1","2","OTTHUMG00000119086.9",NA,0.383973870648959,6.90888807436702,3.12318606600575,0.0198948841109582,0.0376473317102306,-4.95343440815786
"ENSG00000237094.11","HAVANA","gene",4792,NA,"ENSG00000237094.11","lincRNA","RP4-669L17.10","2","OTTHUMG00000156968.6","overlapping_locus",-0.937762281147892,1.16180607721577,-3.12133474430816,0.0199425045758049,0.0377334201205016,-3.76490783030657
"ENSG00000254509.1","HAVANA","gene",433,NA,"ENSG00000254509.1","processed_pseudogene","RP11-677M14.6","2","OTTHUMG00000165932.1",NA,-1.16343308128584,-0.65887473278554,-3.12123627420421,0.0199450409306,0.0377334201205016,-3.38533865682507
"ENSG00000180389.6","HAVANA","gene",385,NA,"ENSG00000180389.6","protein_coding","ATP5EP2","2","OTTHUMG00000016642.1","retrogene",-1.16343308128584,-0.65887473278554,-3.12123627420421,0.0199450409306,0.0377334201205016,-3.38533865682507
"ENSG00000273679.1","HAVANA","gene",1835,NA,"ENSG00000273679.1","processed_pseudogene","RP11-566K19.8","1","OTTHUMG00000188433.1","pseudo_consens",-1.16343308128584,-0.65887473278554,-3.12123627420421,0.0199450409306,0.0377334201205016,-3.38533865682507
"ENSG00000234315.1","HAVANA","gene",453,NA,"ENSG00000234315.1","processed_pseudogene","OSTCP5","1","OTTHUMG00000008966.1","overlapping_locus",-2.21071261300611,-1.91659456100653,-3.11983964751786,0.0199810524562429,0.0377905051947921,-3.10487293702923
"ENSG00000255470.1","HAVANA","gene",1027,NA,"ENSG00000255470.1","lincRNA","RP11-113D6.6","2","OTTHUMG00000166434.2",NA,-2.21071261300611,-1.91659456100653,-3.11983964751786,0.0199810524562429,0.0377905051947921,-3.10487293702923
"ENSG00000255138.1","HAVANA","gene",622,NA,"ENSG00000255138.1","processed_pseudogene","GLTPP1","1","OTTHUMG00000166443.1","pseudo_consens",-2.21071261300611,-1.91659456100653,-3.11983964751786,0.0199810524562429,0.0377905051947921,-3.10487293702923
"ENSG00000277855.1","HAVANA","gene",820,NA,"ENSG00000277855.1","antisense","RP11-154H23.4","2","OTTHUMG00000188144.1",NA,-2.21071261300611,-1.91659456100653,-3.11983964751786,0.0199810524562429,0.0377905051947921,-3.10487293702923
"ENSG00000233178.7","HAVANA","gene",4007,NA,"ENSG00000233178.7","antisense","RP11-88I18.2","2","OTTHUMG00000019964.4",NA,-2.21071261300611,-1.91659456100653,-3.11983964751786,0.0199810524562429,0.0377905051947921,-3.10487293702923
"ENSG00000233006.6","HAVANA","gene",2857,NA,"ENSG00000233006.6","processed_transcript","AC034220.3","2","OTTHUMG00000059646.4","ncRNA_host",1.33565825511967,0.290138578710553,3.11912972326466,0.019999384672787,0.0378229671684937,-3.58900445291265
"ENSG00000236044.1","HAVANA","gene",408,NA,"ENSG00000236044.1","processed_pseudogene","FABP5P2","2","OTTHUMG00000016954.1",NA,0.936039887788729,-0.0298709460346234,3.11809363685445,0.0200261720988141,0.0378714149622817,-3.53338508382568
"ENSG00000165322.17","HAVANA","gene",5938,NA,"ENSG00000165322.17","protein_coding","ARHGAP12","2","OTTHUMG00000017911.2",NA,0.264280272718205,5.31042172831331,3.11790018222433,0.0200311780748522,0.0378786686876681,-4.72389871438113
"ENSG00000173545.4","HAVANA","gene",1699,NA,"ENSG00000173545.4","protein_coding","ZNF622","2","OTTHUMG00000090567.1",NA,0.395133838651377,4.9011028693088,3.11763325074288,0.0200380876243203,0.0378895209851618,-4.65236980347122
"ENSG00000226259.10","HAVANA","gene",3979,NA,"ENSG00000226259.10","transcribed_unprocessed_pseudogene","GTF2H2B","2","OTTHUMG00000162394.8",NA,-0.51376272669328,3.01978055986163,-3.11699428728921,0.0200546377778684,0.0379186001281643,-4.21767242336015
"ENSG00000254003.1","HAVANA","gene",576,NA,"ENSG00000254003.1","antisense","CTB-167B5.1","1","OTTHUMG00000164017.1",NA,-0.692082102978434,1.88526389516337,-3.11687032016548,0.0200578504397547,0.037922459289368,-3.93967219714999
"ENSG00000253859.2","HAVANA","gene",546,NA,"ENSG00000253859.2","antisense","RP11-157I4.4","1","OTTHUMG00000164599.2","overlapping_locus",-1.38837864811311,-0.207642686619774,-3.11626299502653,0.0200735976140422,0.0379500150441749,-3.47260261596047
"ENSG00000105877.17","HAVANA","gene",15998,NA,"ENSG00000105877.17","protein_coding","DNAH11","1","OTTHUMG00000152524.8",NA,-0.720279959849798,2.03169704562297,-3.11251912542988,0.0201709684236292,0.0381301105067116,-3.97901439978753
"ENSG00000242689.2","HAVANA","gene",1894,NA,"ENSG00000242689.2","protein_coding","CNTF","2","OTTHUMG00000137476.2","overlapping_locus",-0.857706055901126,0.703647363841005,-3.11250967541839,0.0201712148481965,0.0381301105067116,-3.68111108044168
"ENSG00000167476.10","HAVANA","gene",1950,NA,"ENSG00000167476.10","protein_coding","JSRP1","2","OTTHUMG00000180413.5",NA,0.472832919005251,5.96465702681471,3.11232454953017,0.020176042969125,0.038137009975744,-4.83303961589576
"ENSG00000188460.4","HAVANA","gene",1126,NA,"ENSG00000188460.4","processed_pseudogene","ACTBP11","1","OTTHUMG00000037470.2","pseudo_consens",-2.36493123945929,-1.19924058845907,-3.11186426234561,0.0201880527928234,0.0381574827911304,-3.2154579628833
"ENSG00000232940.5","HAVANA","gene",1374,NA,"ENSG00000232940.5","antisense","HCG25","1","OTTHUMG00000031170.3",NA,-0.604871312107962,2.34176663568963,-3.11152712319065,0.020196854360763,0.0381718896385131,-4.05718984921513
"ENSG00000256436.1","HAVANA","gene",1021,NA,"ENSG00000256436.1","protein_coding","TAS2R31","2","OTTHUMG00000168558.1","overlapping_locus",-2.08644629427798,-1.97684658588248,-3.10951566104231,0.0202494535328391,0.038266832785552,-3.1141112748597
"ENSG00000263235.1","HAVANA","gene",1068,NA,"ENSG00000263235.1","sense_overlapping","RP11-461A8.4","2","OTTHUMG00000177736.1","overlapping_locus",-2.08644629427798,-1.97684658588248,-3.10951566104231,0.0202494535328391,0.038266832785552,-3.1141112748597
"ENSG00000272432.1","HAVANA","gene",485,NA,"ENSG00000272432.1","lincRNA","RP3-465N24.6","2","OTTHUMG00000185697.1",NA,2.25897633507357,-2.17057994697379,3.10901419312947,0.0202625899297874,0.0382760146394724,-3.10052100725521
"ENSG00000186790.5","HAVANA","gene",1981,NA,"ENSG00000186790.5","protein_coding","FOXE3","2","OTTHUMG00000007954.1",NA,2.25897633507357,-2.17057994697379,3.10901419312947,0.0202625899297874,0.0382760146394724,-3.10052100725521
"ENSG00000233432.2","HAVANA","gene",1548,NA,"ENSG00000233432.2","processed_pseudogene","RP11-344P13.3","1","OTTHUMG00000013090.2","pseudo_consens",2.25897633507357,-2.17057994697379,3.10901419312947,0.0202625899297874,0.0382760146394724,-3.10052100725521
"ENSG00000276136.1","HAVANA","gene",848,NA,"ENSG00000276136.1","lincRNA","RP11-50I19.2","2","OTTHUMG00000187207.1",NA,2.25897633507357,-2.17057994697379,3.10901419312947,0.0202625899297874,0.0382760146394724,-3.10052100725521
"ENSG00000092051.16","HAVANA","gene",5307,NA,"ENSG00000092051.16","protein_coding","JPH4","1","OTTHUMG00000028769.3","overlapping_locus",2.25897633507357,-2.17057994697379,3.10901419312947,0.0202625899297874,0.0382760146394724,-3.10052100725521
"ENSG00000232871.8","HAVANA","gene",2634,NA,"ENSG00000232871.8","unitary_pseudogene","SEC1P","2","OTTHUMG00000154617.2",NA,2.25897633507357,-2.17057994697379,3.10901419312947,0.0202625899297874,0.0382760146394724,-3.10052100725521
"ENSG00000251273.1","HAVANA","gene",534,NA,"ENSG00000251273.1","lincRNA","RP11-549K20.1","2","OTTHUMG00000161956.1",NA,2.25897633507357,-2.17057994697379,3.10901419312947,0.0202625899297874,0.0382760146394724,-3.10052100725521
"ENSG00000189164.14","HAVANA","gene",6436,NA,"ENSG00000189164.14","protein_coding","ZNF527","1","OTTHUMG00000048173.3",NA,-0.627008753787177,2.12147626863659,-3.10861832024035,0.0202729667070368,0.0382933815577361,-4.00833622306374
"ENSG00000256061.7","HAVANA","gene",2934,NA,"ENSG00000256061.7","protein_coding","DYX1C1","2","OTTHUMG00000132008.2","overlapping_locus",-1.26080927002079,-0.370661860764697,-3.10762821618837,0.0202989449779125,0.0383402142174868,-3.45790756526153
"ENSG00000099284.13","HAVANA","gene",1980,NA,"ENSG00000099284.13","protein_coding","H2AFY2","1","OTTHUMG00000018396.3",NA,0.293926299161436,5.01129258388228,3.10722611732329,0.0203095055337685,0.0383579224598563,-4.68732945625352
"ENSG00000144120.12","HAVANA","gene",2588,NA,"ENSG00000144120.12","protein_coding","TMEM177","1","OTTHUMG00000153312.2",NA,0.744010171009607,2.289610948966,3.10699795374226,0.0203155005789323,0.0383670064028753,-4.05868474775064
"ENSG00000108733.9","HAVANA","gene",2861,NA,"ENSG00000108733.9","protein_coding","PEX12","2","OTTHUMG00000132951.3",NA,-0.626943326847067,2.19823400541504,-3.10689561496615,0.0203181901755226,0.0383698471179297,-4.02883500476842
"ENSG00000243056.1","HAVANA","gene",691,NA,"ENSG00000243056.1","protein_coding","EIF4EBP3","2","OTTHUMG00000129498.2","overlapping_locus",0.952243155843188,1.13008281010359,3.10580664669666,0.0203468336383018,0.0384216971707923,-3.79081376018952
"ENSG00000119689.14","HAVANA","gene",4550,NA,"ENSG00000119689.14","protein_coding","DLST","2","OTTHUMG00000171483.2",NA,-0.296411313150335,5.84078605058931,-3.10553017599127,0.0203541127070725,0.0384332003326637,-4.82176465114825
"ENSG00000196792.11","HAVANA","gene",4965,NA,"ENSG00000196792.11","protein_coding","STRN3","1","OTTHUMG00000140201.4","ncRNA_host",0.3234619914969,5.64434315438752,3.10524584422565,0.0203616016950024,0.0384450985045697,-4.79480479238985
"ENSG00000230626.4","HAVANA","gene",1263,NA,"ENSG00000230626.4","protein_coding","RP11-286H14.4","2","OTTHUMG00000158418.2","retrogene",-0.706630529925197,1.89746358622471,-3.10377766176147,0.0204003196494104,0.038498062779519,-3.9605195213728
"ENSG00000063322.13","HAVANA","gene",3835,NA,"ENSG00000063322.13","protein_coding","MED29","1","OTTHUMG00000182969.3",NA,0.311817124669546,5.10192196792917,3.10366568865457,0.0204032758099889,0.038498062779519,-4.70840998084917
"ENSG00000134955.11","HAVANA","gene",6371,NA,"ENSG00000134955.11","protein_coding","SLC37A2","2","OTTHUMG00000165879.4",NA,-1.04817554365575,-0.28540263130593,-3.10355889061685,0.0204060957787704,0.038498062779519,-3.48634593433004
"ENSG00000232450.1","HAVANA","gene",748,NA,"ENSG00000232450.1","transcribed_processed_pseudogene","RP4-730K3.3","1","OTTHUMG00000011942.1","overlapping_locus",-1.44758159689949,-1.48996344085602,-3.10328043117269,0.0204134504032582,0.038498062779519,-3.22794623756884
"ENSG00000267414.1","HAVANA","gene",2065,NA,"ENSG00000267414.1","lincRNA","RP11-456K23.1","2","OTTHUMG00000176180.1",NA,-1.44758159689949,-1.48996344085602,-3.10328043117269,0.0204134504032582,0.038498062779519,-3.22794623756884
"ENSG00000233847.1","HAVANA","gene",408,NA,"ENSG00000233847.1","antisense","AC104113.3","2","OTTHUMG00000153833.1",NA,-1.44758159689949,-1.48996344085602,-3.10328043117269,0.0204134504032582,0.038498062779519,-3.22794623756884
"ENSG00000255539.1","HAVANA","gene",367,NA,"ENSG00000255539.1","antisense","CTA-797E19.2","2","OTTHUMG00000167268.1","overlapping_locus",-0.906410710119797,0.625245040410913,-3.1030563051999,0.0204193720712298,0.038498062779519,-3.67661326176209
"ENSG00000213700.3","HAVANA","gene",546,NA,"ENSG00000213700.3","processed_pseudogene","RPL17P50","1","OTTHUMG00000018448.1","pseudo_consens",-1.67622252933955,-0.59830577136879,-3.10121341709203,0.0204681340739376,0.038498062779519,-3.40224635840152
"ENSG00000109771.15","HAVANA","gene",7360,NA,"ENSG00000109771.15","protein_coding","LRP2BP","2","OTTHUMG00000160460.4",NA,-0.949760109313087,1.0928760751622,-3.10022995326587,0.0204942078040048,0.038498062779519,-3.77854206830366
"ENSG00000226950.6","HAVANA","gene",2285,NA,"ENSG00000226950.6","processed_transcript","DANCR","2","OTTHUMG00000154670.3","ncRNA_host",0.363283128565976,3.98391613245308,3.09979199651647,0.0205058305746318,0.038498062779519,-4.48472545219022
"ENSG00000250848.1","HAVANA","gene",1203,NA,"ENSG00000250848.1","processed_pseudogene","CTD-2083E4.5","1","OTTHUMG00000161584.1","pseudo_consens",-0.999406174364635,0.46913682841464,-3.09882098435682,0.0205316254278169,0.038498062779519,-3.64762591487878
"ENSG00000223546.6","HAVANA","gene",4077,NA,"ENSG00000223546.6","lincRNA","LINC00630","2","OTTHUMG00000022077.1","overlapping_locus",-0.978450209893021,0.73315118175249,-3.09849782582599,0.0205402179150625,0.038498062779519,-3.70349229326964
"ENSG00000213885.3","HAVANA","gene",611,NA,"ENSG00000213885.3","processed_pseudogene","RPL13AP7","1","OTTHUMG00000078369.2","pseudo_consens",0.407098098129119,4.57521741575619,3.09812841410366,0.0205500450130655,0.038498062779519,-4.61580262736155
"ENSG00000095627.9","HAVANA","gene",5256,NA,"ENSG00000095627.9","protein_coding","TDRD1","2","OTTHUMG00000019083.2",NA,2.63420664861585,-2.75106197069563,3.09804405991606,0.0205522897204195,0.038498062779519,-3.07084236222185
"ENSG00000258323.1","HAVANA","gene",596,NA,"ENSG00000258323.1","antisense","RP1-267L14.3","1","OTTHUMG00000169639.1",NA,2.63420664861585,-2.75106197069563,3.09804405991606,0.0205522897204195,0.038498062779519,-3.07084236222185
"ENSG00000279940.1","HAVANA","gene",1648,NA,"ENSG00000279940.1","TEC","RP11-243M5.5","2","OTTHUMG00000168340.1",NA,2.63420664861585,-2.75106197069563,3.09804405991606,0.0205522897204195,0.038498062779519,-3.07084236222185
"ENSG00000249505.1","HAVANA","gene",1159,NA,"ENSG00000249505.1","processed_pseudogene","RP11-434H6.2","1","OTTHUMG00000159945.1","pseudo_consens",2.63420664861585,-2.75106197069563,3.09804405991606,0.0205522897204195,0.038498062779519,-3.07084236222185
"ENSG00000249646.2","HAVANA","gene",829,NA,"ENSG00000249646.2","transcribed_unprocessed_pseudogene","OR7E94P","2","OTTHUMG00000160914.2",NA,2.63420664861585,-2.75106197069563,3.09804405991606,0.0205522897204195,0.038498062779519,-3.07084236222185
"ENSG00000242973.6","HAVANA","gene",575,NA,"ENSG00000242973.6","antisense","RP11-446F17.3","1","OTTHUMG00000014787.2",NA,2.63420664861585,-2.75106197069563,3.09804405991606,0.0205522897204195,0.038498062779519,-3.07084236222185
"ENSG00000253649.3","HAVANA","gene",3036,NA,"ENSG00000253649.3","protein_coding","PRSS51","2","OTTHUMG00000163805.3",NA,2.63420664861585,-2.75106197069563,3.09804405991606,0.0205522897204195,0.038498062779519,-3.07084236222185
